Gene stable ID,Gene stable ID version,Gene type,Gene name
ENSG00000174564,ENSG00000174564.8,protein_coding,IL20RB
ENSG00000248751,ENSG00000248751.2,protein_coding,RP1-130H16.18
ENSG00000217455,ENSG00000217455.4,protein_coding,AC091801.1
ENSG00000229061,ENSG00000229061.4,protein_coding,ATAT1
ENSG00000172738,ENSG00000172738.7,protein_coding,TMEM217
ENSG00000262739,ENSG00000262739.1,protein_coding,PRSS2
ENSG00000226962,ENSG00000226962.1,pseudogene,RAC1P6
ENSG00000112033,ENSG00000112033.9,protein_coding,PPARD
ENSG00000238712,ENSG00000238712.1,snoRNA,snoU13
ENSG00000112425,ENSG00000112425.9,protein_coding,EPM2A
ENSG00000257408,ENSG00000257408.1,pseudogene,RP11-645C24.4
ENSG00000199764,ENSG00000199764.1,misc_RNA,Y_RNA
ENSG00000244565,ENSG00000244565.1,pseudogene,RP11-222O23.1
ENSG00000228712,ENSG00000228712.2,protein_coding,HSD17B8
ENSG00000271315,ENSG00000271315.1,pseudogene,WI2-2221J1.1
ENSG00000248905,ENSG00000248905.4,protein_coding,FMN1
ENSG00000026652,ENSG00000026652.9,protein_coding,AGPAT4
ENSG00000202377,ENSG00000202377.1,snoRNA,SNORA25
ENSG00000260395,ENSG00000260395.1,pseudogene,CTD-2649C14.1
ENSG00000078808,ENSG00000078808.12,protein_coding,SDF4
ENSG00000167861,ENSG00000167861.11,protein_coding,HID1
ENSG00000133101,ENSG00000133101.5,protein_coding,CCNA1
ENSG00000176605,ENSG00000176605.3,protein_coding,C14orf177
ENSG00000167123,ENSG00000167123.14,protein_coding,CERCAM
ENSG00000143457,ENSG00000143457.6,protein_coding,GOLPH3L
ENSG00000260277,ENSG00000260277.1,antisense,RP11-101E7.2
ENSG00000069849,ENSG00000069849.6,protein_coding,ATP1B3
ENSG00000251704,ENSG00000251704.1,snoRNA,SNORA40
ENSG00000226041,ENSG00000226041.1,lincRNA,AC010745.1
ENSG00000138829,ENSG00000138829.6,protein_coding,FBN2
ENSG00000065970,ENSG00000065970.4,protein_coding,FOXJ2
ENSG00000255743,ENSG00000255743.1,pseudogene,AL360078.1
ENSG00000203624,ENSG00000203624.6,protein_coding,MRPS18B
ENSG00000232127,ENSG00000232127.2,protein_coding,PSORS1C2
ENSG00000272874,ENSG00000272874.1,lincRNA,RP5-1103G7.10
ENSG00000172236,ENSG00000172236.12,protein_coding,TPSAB1
ENSG00000247315,ENSG00000247315.2,pseudogene,AL034548.1
ENSG00000228876,ENSG00000228876.1,lincRNA,AC010745.2
ENSG00000063169,ENSG00000063169.6,protein_coding,GLTSCR1
ENSG00000262134,ENSG00000262134.1,protein_coding,TRBC1
ENSG00000225377,ENSG00000225377.1,antisense,RP5-1103G7.4
ENSG00000149798,ENSG00000149798.3,protein_coding,CDC42EP2
ENSG00000266598,ENSG00000266598.1,antisense,RP11-583F2.5
ENSG00000230341,ENSG00000230341.4,protein_coding,PPP1R18
ENSG00000206797,ENSG00000206797.1,misc_RNA,Y_RNA
ENSG00000263470,ENSG00000263470.1,lincRNA,RP11-160O5.1
ENSG00000261830,ENSG00000261830.1,TR_J_gene,TRBJ2-1
ENSG00000101278,ENSG00000101278.6,pseudogene,RPS10L
ENSG00000086159,ENSG00000086159.8,protein_coding,AQP6
ENSG00000261339,ENSG00000261339.1,TR_J_gene,TRBJ2-2
ENSG00000249485,ENSG00000249485.1,pseudogene,RBBP4P1
ENSG00000265883,ENSG00000265883.1,pseudogene,RP11-169I9.2
ENSG00000259960,ENSG00000259960.1,TR_J_gene,TRBJ2-2P
ENSG00000265189,ENSG00000265189.1,miRNA,AC006080.1
ENSG00000272253,ENSG00000272253.1,rRNA,5S_rRNA
ENSG00000260535,ENSG00000260535.1,TR_J_gene,TRBJ2-3
ENSG00000263520,ENSG00000263520.1,lincRNA,CTD-2535L24.3
ENSG00000271587,ENSG00000271587.1,pseudogene,GS1-531I17.3
ENSG00000261119,ENSG00000261119.1,TR_J_gene,TRBJ2-4
ENSG00000166508,ENSG00000166508.13,protein_coding,MCM7
ENSG00000215388,ENSG00000215388.3,pseudogene,ACTG1P3
ENSG00000270870,ENSG00000270870.1,pseudogene,GS1-531I17.2
ENSG00000177685,ENSG00000177685.12,protein_coding,EFCAB4A
ENSG00000260373,ENSG00000260373.1,TR_J_gene,TRBJ2-5
ENSG00000231266,ENSG00000231266.1,lincRNA,AC010745.3
ENSG00000266707,ENSG00000266707.1,pseudogene,PSMD7P1
ENSG00000234684,ENSG00000234684.2,antisense,SDCBP2-AS1
ENSG00000260712,ENSG00000260712.1,TR_J_gene,TRBJ2-6
ENSG00000123836,ENSG00000123836.10,protein_coding,PFKFB2
ENSG00000260783,ENSG00000260783.1,TR_J_gene,TRBJ2-7
ENSG00000264792,ENSG00000264792.1,miRNA,MIR4637
ENSG00000124449,ENSG00000124449.6,protein_coding,IRGC
ENSG00000260881,ENSG00000260881.1,TR_C_gene,TRBC2
ENSG00000232444,ENSG00000232444.1,lincRNA,AC010745.4
ENSG00000175018,ENSG00000175018.8,protein_coding,TEX36
ENSG00000199575,ENSG00000199575.1,snoRNA,SNORD114-1
ENSG00000200823,ENSG00000200823.1,snoRNA,SNORD114-2
ENSG00000255991,ENSG00000255991.2,pseudogene,RP11-242C24.2
ENSG00000272057,ENSG00000272057.1,lincRNA,CTB-40H15.4
ENSG00000131203,ENSG00000131203.8,protein_coding,IDO1
ENSG00000201839,ENSG00000201839.1,snoRNA,SNORD114-3
ENSG00000168827,ENSG00000168827.10,protein_coding,GFM1
ENSG00000200832,ENSG00000200832.1,snoRNA,SNORD114-4
ENSG00000261262,ENSG00000261262.1,TR_V_gene,TRBV30
ENSG00000199798,ENSG00000199798.1,snoRNA,SNORD114-5
ENSG00000224400,ENSG00000224400.1,lincRNA,AC010880.1
ENSG00000133808,ENSG00000133808.4,protein_coding,MICALCL
ENSG00000200150,ENSG00000200150.1,snoRNA,SNORD113
ENSG00000201263,ENSG00000201263.1,snoRNA,SNORD114-6
ENSG00000221996,ENSG00000221996.2,protein_coding,OR52B4
ENSG00000131873,ENSG00000131873.5,protein_coding,CHSY1
ENSG00000133884,ENSG00000133884.5,protein_coding,DPF2
ENSG00000249928,ENSG00000249928.2,pseudogene,UQCRBP3
ENSG00000270273,ENSG00000270273.1,pseudogene,RP11-242C24.3
ENSG00000229728,ENSG00000229728.1,antisense,RP11-314N13.3
ENSG00000177565,ENSG00000177565.11,protein_coding,TBL1XR1
ENSG00000146555,ENSG00000146555.14,protein_coding,SDK1
ENSG00000232018,ENSG00000232018.4,lincRNA,AL132709.8
ENSG00000223082,ENSG00000223082.1,miRNA,AC121336.1
ENSG00000266085,ENSG00000266085.1,miRNA,AL109658.1
ENSG00000196747,ENSG00000196747.3,protein_coding,HIST1H2AI
ENSG00000179029,ENSG00000179029.10,protein_coding,TMEM107
ENSG00000199571,ENSG00000199571.1,snoRNA,SNORA22
ENSG00000242324,ENSG00000242324.1,pseudogene,RP4-576H24.2
ENSG00000229014,ENSG00000229014.3,pseudogene,RPL30P13
ENSG00000099992,ENSG00000099992.11,protein_coding,TBC1D10A
ENSG00000250662,ENSG00000250662.1,pseudogene,HNRNPKP5
ENSG00000099250,ENSG00000099250.13,protein_coding,NRP1
ENSG00000260943,ENSG00000260943.1,lincRNA,RP11-476D10.1
ENSG00000199390,ENSG00000199390.1,snoRNA,SNORD114-7
ENSG00000223914,ENSG00000223914.1,lincRNA,AC079630.2
ENSG00000201240,ENSG00000201240.1,snoRNA,SNORD114-9
ENSG00000252103,ENSG00000252103.1,snRNA,RNU6-917P
ENSG00000200279,ENSG00000200279.1,snoRNA,SNORD114-10
ENSG00000271523,ENSG00000271523.1,pseudogene,RP4-576H24.5
ENSG00000271417,ENSG00000271417.1,lincRNA,RP11-909M7.3
ENSG00000225342,ENSG00000225342.1,antisense,AC079630.4
ENSG00000237914,ENSG00000237914.1,antisense,RP11-77C3.3
ENSG00000149929,ENSG00000149929.11,protein_coding,HIRIP3
ENSG00000103066,ENSG00000103066.8,protein_coding,PLA2G15
ENSG00000229899,ENSG00000229899.1,pseudogene,AC084290.2
ENSG00000134440,ENSG00000134440.7,protein_coding,NARS
ENSG00000258167,ENSG00000258167.1,antisense,RP11-115F18.1
ENSG00000170515,ENSG00000170515.9,protein_coding,PA2G4
ENSG00000249150,ENSG00000249150.1,lincRNA,CTC-472C24.1
ENSG00000207492,ENSG00000207492.1,snRNA,RNU6-713P
ENSG00000223750,ENSG00000223750.1,pseudogene,SIRPB3P
ENSG00000257680,ENSG00000257680.1,pseudogene,RP11-367O10.1
ENSG00000200608,ENSG00000200608.1,snoRNA,SNORD114-11
ENSG00000057663,ENSG00000057663.8,protein_coding,ATG5
ENSG00000270748,ENSG00000270748.1,IG_V_pseudogene,IGKV2OR2-1
ENSG00000168875,ENSG00000168875.1,protein_coding,SOX14
ENSG00000257228,ENSG00000257228.1,antisense,RP11-413B19.2
ENSG00000237633,ENSG00000237633.2,antisense,AC104623.2
ENSG00000120049,ENSG00000120049.14,protein_coding,KCNIP2
ENSG00000115318,ENSG00000115318.7,protein_coding,LOXL3
ENSG00000206355,ENSG00000206355.7,protein_coding,CCHCR1
ENSG00000242348,ENSG00000242348.2,misc_RNA,RN7SL561P
ENSG00000138180,ENSG00000138180.11,protein_coding,CEP55
ENSG00000220161,ENSG00000220161.4,lincRNA,RP1-37N7.3
ENSG00000250650,ENSG00000250650.1,pseudogene,RP11-492L8.1
ENSG00000260195,ENSG00000260195.1,protein_coding,EPHB6
ENSG00000236550,ENSG00000236550.1,pseudogene,RP4-673D20.5
ENSG00000056050,ENSG00000056050.6,protein_coding,C4orf27
ENSG00000271402,ENSG00000271402.1,IG_V_pseudogene,IGKV2OR2-2
ENSG00000224080,ENSG00000224080.1,pseudogene,UBE2FP1
ENSG00000106571,ENSG00000106571.8,protein_coding,GLI3
ENSG00000202270,ENSG00000202270.1,snoRNA,SNORD114-12
ENSG00000252364,ENSG00000252364.1,rRNA,RNA5SP360
ENSG00000234282,ENSG00000234282.1,pseudogene,RP4-673D20.4
ENSG00000228854,ENSG00000228854.4,protein_coding,NRM
ENSG00000258239,ENSG00000258239.1,pseudogene,MTND2P17
ENSG00000223536,ENSG00000223536.1,lincRNA,AC008069.1
ENSG00000205266,ENSG00000205266.5,processed_transcript,AL353997.3
ENSG00000257858,ENSG00000257858.1,pseudogene,MTND1P24
ENSG00000212036,ENSG00000212036.2,miRNA,AC016575.1
ENSG00000271461,ENSG00000271461.1,pseudogene,RP4-673D20.6
ENSG00000250949,ENSG00000250949.1,lincRNA,RP11-492L8.2
ENSG00000171860,ENSG00000171860.4,protein_coding,C3AR1
ENSG00000095917,ENSG00000095917.9,protein_coding,TPSD1
ENSG00000271993,ENSG00000271993.1,antisense,RP11-285J16.1
ENSG00000170145,ENSG00000170145.4,protein_coding,SIK2
ENSG00000250247,ENSG00000250247.1,pseudogene,SEPHS2P1
ENSG00000257784,ENSG00000257784.1,lincRNA,RP11-630C16.1
ENSG00000180440,ENSG00000180440.3,protein_coding,SERTM1
ENSG00000232528,ENSG00000232528.3,pseudogene,RP4-673D20.3
ENSG00000105771,ENSG00000105771.9,protein_coding,SMG9
ENSG00000158089,ENSG00000158089.10,protein_coding,GALNT14
ENSG00000231449,ENSG00000231449.1,pseudogene,AC097359.2
ENSG00000204670,ENSG00000204670.6,IG_V_pseudogene,IGKV1OR2-3
ENSG00000024422,ENSG00000024422.7,protein_coding,EHD2
ENSG00000066405,ENSG00000066405.8,protein_coding,CLDN18
ENSG00000257239,ENSG00000257239.1,lincRNA,RP11-630C16.2
ENSG00000134755,ENSG00000134755.10,protein_coding,DSC2
ENSG00000238929,ENSG00000238929.1,snoRNA,snoU13
ENSG00000271653,ENSG00000271653.1,lincRNA,RP11-259K5.1
ENSG00000270194,ENSG00000270194.1,antisense,RP11-259K5.2
ENSG00000205318,ENSG00000205318.3,protein_coding,GCNT6
ENSG00000133111,ENSG00000133111.3,protein_coding,RFXAP
ENSG00000176354,ENSG00000176354.2,pseudogene,AC097359.1
ENSG00000224604,ENSG00000224604.1,pseudogene,AC008069.2
ENSG00000230839,ENSG00000230839.1,lincRNA,RP5-968J1.1
ENSG00000261630,ENSG00000261630.1,antisense,RP11-357N13.3
ENSG00000257128,ENSG00000257128.1,pseudogene,RP11-2A1.1
ENSG00000230409,ENSG00000230409.2,pseudogene,TCEA1P2
ENSG00000266162,ENSG00000266162.1,pseudogene,YWHAEP2
ENSG00000263791,ENSG00000263791.1,miRNA,MIR4727
ENSG00000243758,ENSG00000243758.1,pseudogene,RPL35AP15
ENSG00000260194,ENSG00000260194.1,antisense,RP11-357N13.2
ENSG00000240279,ENSG00000240279.2,pseudogene,AL353997.4
ENSG00000252699,ENSG00000252699.1,snoRNA,SNORA21
ENSG00000271379,ENSG00000271379.1,pseudogene,RP11-440G2.2
ENSG00000233896,ENSG00000233896.1,antisense,RP4-684O24.5
ENSG00000261049,ENSG00000261049.2,antisense,RP11-357N13.1
ENSG00000199293,ENSG00000199293.1,snoRNA,SNORA21
ENSG00000222208,ENSG00000222208.1,rRNA,RNA5SP129
ENSG00000244086,ENSG00000244086.1,pseudogene,RPS20P35
ENSG00000237670,ENSG00000237670.1,lincRNA,AC080094.1
ENSG00000239105,ENSG00000239105.1,snRNA,RNU7-73P
ENSG00000260936,ENSG00000260936.1,sense_intronic,FTO-IT1
ENSG00000227663,ENSG00000227663.1,pseudogene,RPL7P2
ENSG00000202269,ENSG00000202269.1,snoRNA,U8
ENSG00000263466,ENSG00000263466.1,antisense,RP1-56K13.2
ENSG00000222842,ENSG00000222842.1,misc_RNA,RN7SKP168
ENSG00000263452,ENSG00000263452.1,miRNA,AL121899.1
ENSG00000265784,ENSG00000265784.1,antisense,RP1-56K13.3
ENSG00000248663,ENSG00000248663.2,lincRNA,LINC00992
ENSG00000214696,ENSG00000214696.3,pseudogene,AC007347.1
ENSG00000226644,ENSG00000226644.1,lincRNA,RP11-128M1.1
ENSG00000166959,ENSG00000166959.3,protein_coding,MS4A8
ENSG00000263874,ENSG00000263874.1,lincRNA,LINC00672
ENSG00000259759,ENSG00000259759.1,lincRNA,RP11-324D17.2
ENSG00000179761,ENSG00000179761.7,protein_coding,PIPOX
ENSG00000127152,ENSG00000127152.13,protein_coding,BCL11B
ENSG00000249332,ENSG00000249332.1,lincRNA,RP1-251I12.1
ENSG00000235257,ENSG00000235257.4,processed_transcript,AC093415.2
ENSG00000212643,ENSG00000212643.1,protein_coding,ZRSR1
ENSG00000261803,ENSG00000261803.1,lincRNA,RP11-434E6.2
ENSG00000265428,ENSG00000265428.1,pseudogene,RP1-56K13.6
ENSG00000214843,ENSG00000214843.3,pseudogene,ZFYVE9P2
ENSG00000188352,ENSG00000188352.8,protein_coding,FOCAD
ENSG00000229725,ENSG00000229725.1,pseudogene,AC007322.1
ENSG00000207305,ENSG00000207305.1,misc_RNA,Y_RNA
ENSG00000170417,ENSG00000170417.10,protein_coding,TMEM182
ENSG00000251806,ENSG00000251806.1,snoRNA,SNORD119
ENSG00000266588,ENSG00000266588.1,lincRNA,RP1-56K13.5
ENSG00000251618,ENSG00000251618.1,pseudogene,AC007322.3
ENSG00000243566,ENSG00000243566.2,protein_coding,UPK3B
ENSG00000221062,ENSG00000221062.1,miRNA,MIR1292
ENSG00000248486,ENSG00000248486.1,lincRNA,RP1-137K24.1
ENSG00000188383,ENSG00000188383.7,pseudogene,AC018892.9
ENSG00000221116,ENSG00000221116.1,snoRNA,SNORD110
ENSG00000185345,ENSG00000185345.14,protein_coding,PARK2
ENSG00000120693,ENSG00000120693.9,protein_coding,SMAD9
ENSG00000266013,ENSG00000266013.1,lincRNA,CTD-2206N4.2
ENSG00000237649,ENSG00000237649.3,protein_coding,KIFC1
ENSG00000227444,ENSG00000227444.1,pseudogene,AC007322.5
ENSG00000271798,ENSG00000271798.1,snoRNA,SNORA51
ENSG00000261113,ENSG00000261113.1,antisense,RP11-141O15.1
ENSG00000264079,ENSG00000264079.1,miRNA,AC079412.1
ENSG00000212498,ENSG00000212498.1,snoRNA,SNORD86
ENSG00000261171,ENSG00000261171.1,lincRNA,RP11-1136G4.1
ENSG00000203813,ENSG00000203813.4,protein_coding,HIST1H3H
ENSG00000229686,ENSG00000229686.1,snoRNA,SNORD56
ENSG00000236348,ENSG00000236348.1,pseudogene,PSMC1P10
ENSG00000226572,ENSG00000226572.1,snoRNA,SNORD57
ENSG00000158106,ENSG00000158106.8,protein_coding,RHPN1
ENSG00000038210,ENSG00000038210.9,protein_coding,PI4K2B
ENSG00000228293,ENSG00000228293.1,antisense,RP4-686C3.7
ENSG00000260635,ENSG00000260635.1,antisense,RP11-21M24.3
ENSG00000214553,ENSG00000214553.5,pseudogene,LRRC37A11P
ENSG00000251477,ENSG00000251477.1,pseudogene,RP11-74D3.2
ENSG00000180344,ENSG00000180344.3,pseudogene,AL035460.1
ENSG00000260790,ENSG00000260790.1,antisense,RP11-21M24.2
ENSG00000131871,ENSG00000131871.10,protein_coding,VIMP
ENSG00000226217,ENSG00000226217.1,pseudogene,RPL19P1
ENSG00000245694,ENSG00000245694.4,lincRNA,CRNDE
ENSG00000085276,ENSG00000085276.13,protein_coding,MECOM
ENSG00000212455,ENSG00000212455.1,snoRNA,SNORA40
ENSG00000230872,ENSG00000230872.1,pseudogene,AC092338.5
ENSG00000201247,ENSG00000201247.1,snoRNA,SNORD114-13
ENSG00000263905,ENSG00000263905.1,misc_RNA,RN7SL555P
ENSG00000182611,ENSG00000182611.3,protein_coding,HIST1H2AJ
ENSG00000199593,ENSG00000199593.1,snoRNA,SNORD114-14
ENSG00000235958,ENSG00000235958.1,antisense,UBOX5-AS1
ENSG00000242421,ENSG00000242421.2,misc_RNA,RN7SL313P
ENSG00000201557,ENSG00000201557.1,snoRNA,SNORD114-15
ENSG00000248834,ENSG00000248834.2,pseudogene,MARK2P5
ENSG00000270187,ENSG00000270187.1,IG_V_pseudogene,IGKV1OR2-11
ENSG00000199914,ENSG00000199914.1,snoRNA,SNORD114-16
ENSG00000204262,ENSG00000204262.7,protein_coding,COL5A2
ENSG00000257951,ENSG00000257951.1,pseudogene,RP11-554D14.4
ENSG00000226529,ENSG00000226529.1,pseudogene,MTND1P1
ENSG00000257122,ENSG00000257122.1,pseudogene,RRN3P3
ENSG00000266792,ENSG00000266792.1,misc_RNA,RN7SL839P
ENSG00000257392,ENSG00000257392.1,pseudogene,RP11-554D14.5
ENSG00000249582,ENSG00000249582.1,pseudogene,RPL7L1P4
ENSG00000201294,ENSG00000201294.1,snRNA,RNU6-1019P
ENSG00000228696,ENSG00000228696.4,protein_coding,ARL17B
ENSG00000188452,ENSG00000188452.9,protein_coding,CERKL
ENSG00000226632,ENSG00000226632.1,pseudogene,UBE2V1P1
ENSG00000234850,ENSG00000234850.1,pseudogene,MTND2P3
ENSG00000266048,ENSG00000266048.1,pseudogene,CTD-2206N4.1
ENSG00000173825,ENSG00000173825.6,protein_coding,TIGD3
ENSG00000201346,ENSG00000201346.1,snoRNA,U3
ENSG00000271226,ENSG00000271226.1,IG_V_pseudogene,IGKV2OR2-10
ENSG00000266355,ENSG00000266355.1,miRNA,AL117334.1
ENSG00000260331,ENSG00000260331.1,lincRNA,RP11-111J6.2
ENSG00000263818,ENSG00000263818.1,pseudogene,CTD-2206N4.4
ENSG00000196374,ENSG00000196374.5,protein_coding,HIST1H2BM
ENSG00000225116,ENSG00000225116.1,pseudogene,RP11-137F15.1
ENSG00000257426,ENSG00000257426.1,pseudogene,RP11-554D14.3
ENSG00000214782,ENSG00000214782.3,protein_coding,MS4A18
ENSG00000230568,ENSG00000230568.1,pseudogene,SF3A3P1
ENSG00000258072,ENSG00000258072.1,pseudogene,RP11-554D14.2
ENSG00000249797,ENSG00000249797.1,lincRNA,CTD-3179P9.1
ENSG00000227830,ENSG00000227830.1,pseudogene,TRIM60P3Y
ENSG00000157538,ENSG00000157538.9,protein_coding,DSCR3
ENSG00000264957,ENSG00000264957.1,miRNA,AL109805.1
ENSG00000213999,ENSG00000213999.11,protein_coding,MEF2B
ENSG00000207170,ENSG00000207170.1,snRNA,RNU6-1215P
ENSG00000229539,ENSG00000229539.1,antisense,RP11-119B16.2
ENSG00000108788,ENSG00000108788.7,protein_coding,MLX
ENSG00000257129,ENSG00000257129.1,pseudogene,RP11-554D14.1
ENSG00000199024,ENSG00000199024.1,miRNA,MIR103A2
ENSG00000259711,ENSG00000259711.1,lincRNA,CTD-3032H12.2
ENSG00000224626,ENSG00000224626.1,lincRNA,AC106053.1
ENSG00000197238,ENSG00000197238.3,protein_coding,HIST1H4J
ENSG00000207316,ENSG00000207316.1,misc_RNA,Y_RNA
ENSG00000259725,ENSG00000259725.1,lincRNA,CTD-3032H12.1
ENSG00000242365,ENSG00000242365.1,pseudogene,NDUFA5P5
ENSG00000226608,ENSG00000226608.2,pseudogene,FTLP3
ENSG00000216824,ENSG00000216824.2,pseudogene,ZNF736P10Y
ENSG00000174469,ENSG00000174469.13,protein_coding,CNTNAP2
ENSG00000089775,ENSG00000089775.7,protein_coding,ZBTB25
ENSG00000103275,ENSG00000103275.14,protein_coding,UBE2I
ENSG00000248699,ENSG00000248699.1,pseudogene,CTD-2313D3.1
ENSG00000174279,ENSG00000174279.4,protein_coding,EVX2
ENSG00000242705,ENSG00000242705.1,pseudogene,NARG2P2
ENSG00000260147,ENSG00000260147.1,pseudogene,CTD-3032H12.3
ENSG00000237296,ENSG00000237296.5,pseudogene,SMG1P1
ENSG00000152620,ENSG00000152620.8,protein_coding,NADK2
ENSG00000271015,ENSG00000271015.1,IG_V_pseudogene,IGKV2OR2-7
ENSG00000259283,ENSG00000259283.2,antisense,RP11-26L20.3
ENSG00000215063,ENSG00000215063.3,pseudogene,RPL21P2
ENSG00000239555,ENSG00000239555.2,misc_RNA,RN7SL841P
ENSG00000197702,ENSG00000197702.7,protein_coding,PARVA
ENSG00000263207,ENSG00000263207.2,lincRNA,RP11-26L20.4
ENSG00000230176,ENSG00000230176.2,antisense,RP4-779E11.3
ENSG00000166961,ENSG00000166961.10,protein_coding,MS4A15
ENSG00000240760,ENSG00000240760.1,pseudogene,RPL31P56
ENSG00000257281,ENSG00000257281.1,pseudogene,RP11-1K3.1
ENSG00000197914,ENSG00000197914.2,protein_coding,HIST1H4K
ENSG00000236387,ENSG00000236387.1,lincRNA,RP11-307O10.1
ENSG00000242072,ENSG00000242072.1,lincRNA,RP11-458K10.1
ENSG00000238282,ENSG00000238282.1,lincRNA,RP5-1164C1.2
ENSG00000250427,ENSG00000250427.1,lincRNA,CTD-3179P9.2
ENSG00000222494,ENSG00000222494.1,miRNA,AC091178.1
ENSG00000232348,ENSG00000232348.2,lincRNA,LINC00279
ENSG00000260135,ENSG00000260135.2,lincRNA,RP11-212I21.2
ENSG00000169592,ENSG00000169592.10,protein_coding,INO80E
ENSG00000241861,ENSG00000241861.2,pseudogene,GAPDHP50
ENSG00000266101,ENSG00000266101.1,antisense,RP5-906A24.2
ENSG00000182776,ENSG00000182776.4,protein_coding,RP11-114H20.1
ENSG00000228210,ENSG00000228210.1,pseudogene,RPL7AL2
ENSG00000240973,ENSG00000240973.1,lincRNA,RP11-458K10.2
ENSG00000181061,ENSG00000181061.9,protein_coding,HIGD1A
ENSG00000247213,ENSG00000247213.2,antisense,RP11-13G14.4
ENSG00000240951,ENSG00000240951.1,pseudogene,RP11-91A15.2
ENSG00000235482,ENSG00000235482.1,pseudogene,RPL21P135
ENSG00000265460,ENSG00000265460.2,pseudogene,RP11-690G19.4
ENSG00000243345,ENSG00000243345.1,lincRNA,RP11-458K10.3
ENSG00000271569,ENSG00000271569.1,IG_V_pseudogene,IGKV1OR2-6
ENSG00000183734,ENSG00000183734.4,protein_coding,ASCL2
ENSG00000240309,ENSG00000240309.1,pseudogene,RP11-91A15.1
ENSG00000226948,ENSG00000226948.1,pseudogene,RPS4XP2
ENSG00000268432,ENSG00000268432.1,protein_coding,AC026407.1
ENSG00000236204,ENSG00000236204.1,lincRNA,AC092594.1
ENSG00000180979,ENSG00000180979.5,protein_coding,LRRC57
ENSG00000199224,ENSG00000199224.1,misc_RNA,Y_RNA
ENSG00000173715,ENSG00000173715.11,protein_coding,C11orf80
ENSG00000212598,ENSG00000212598.1,snoRNA,U3
ENSG00000256221,ENSG00000256221.1,pseudogene,AE000661.36
ENSG00000243243,ENSG00000243243.1,antisense,AC073130.3
ENSG00000099995,ENSG00000099995.14,protein_coding,SF3A1
ENSG00000256915,ENSG00000256915.1,lincRNA,RP11-221N13.4
ENSG00000222490,ENSG00000222490.1,snRNA,RNU6-712P
ENSG00000233699,ENSG00000233699.1,lincRNA,TTTY18
ENSG00000168228,ENSG00000168228.10,protein_coding,ZCCHC4
ENSG00000120697,ENSG00000120697.4,protein_coding,ALG5
ENSG00000137434,ENSG00000137434.7,protein_coding,C6orf52
ENSG00000155858,ENSG00000155858.5,protein_coding,LSM11
ENSG00000250891,ENSG00000250891.1,lincRNA,CTD-2281M20.1
ENSG00000189002,ENSG00000189002.9,pseudogene,PROSP
ENSG00000231071,ENSG00000231071.1,pseudogene,RP5-1068H6.1
ENSG00000232419,ENSG00000232419.1,lincRNA,TTTY19
ENSG00000162241,ENSG00000162241.8,protein_coding,SLC25A45
ENSG00000186188,ENSG00000186188.6,protein_coding,FFAR4
ENSG00000137713,ENSG00000137713.11,protein_coding,PPP2R1B
ENSG00000237813,ENSG00000237813.3,antisense,AC002066.1
ENSG00000251002,ENSG00000251002.3,processed_transcript,AE000661.37
ENSG00000252096,ENSG00000252096.1,snoRNA,SNORA31
ENSG00000261997,ENSG00000261997.1,lincRNA,RP11-212I21.4
ENSG00000252058,ENSG00000252058.1,snoRNA,snoU13
ENSG00000271024,ENSG00000271024.1,pseudogene,HSPE1P19
ENSG00000234573,ENSG00000234573.1,pseudogene,RP5-1116H23.1
ENSG00000089818,ENSG00000089818.12,protein_coding,NECAP1
ENSG00000186831,ENSG00000186831.7,pseudogene,KRT17P2
ENSG00000125611,ENSG00000125611.11,protein_coding,CHCHD5
ENSG00000237870,ENSG00000237870.2,processed_transcript,AC073130.1
ENSG00000266199,ENSG00000266199.1,misc_RNA,RN7SL514P
ENSG00000260765,ENSG00000260765.2,pseudogene,CES1P2
ENSG00000128714,ENSG00000128714.5,protein_coding,HOXD13
ENSG00000212536,ENSG00000212536.1,rRNA,RNA5SP474
ENSG00000252367,ENSG00000252367.1,misc_RNA,Y_RNA
ENSG00000212517,ENSG00000212517.1,snoRNA,SNORA26
ENSG00000225022,ENSG00000225022.1,pseudogene,UBE2D3P1
ENSG00000204856,ENSG00000204856.7,protein_coding,FAM216A
ENSG00000132109,ENSG00000132109.8,protein_coding,TRIM21
ENSG00000216076,ENSG00000216076.1,miRNA,AC002066.2
ENSG00000226603,ENSG00000226603.4,protein_coding,LY6G6D
ENSG00000270252,ENSG00000270252.1,IG_V_pseudogene,IGKV3OR2-5
ENSG00000252672,ENSG00000252672.1,snoRNA,snoZ185
ENSG00000250250,ENSG00000250250.1,antisense,CTD-2350J17.1
ENSG00000200313,ENSG00000200313.1,rRNA,RNA5-8SP7
ENSG00000235427,ENSG00000235427.1,antisense,AC006159.5
ENSG00000243220,ENSG00000243220.1,antisense,AC006159.4
ENSG00000266753,ENSG00000266753.2,lincRNA,RP11-690G19.3
ENSG00000226995,ENSG00000226995.3,lincRNA,LINC00658
ENSG00000270450,ENSG00000270450.1,IG_V_pseudogene,IGKV2OR2-7D
ENSG00000236592,ENSG00000236592.4,pseudogene,S100A11P2
ENSG00000226788,ENSG00000226788.3,protein_coding,RING1
ENSG00000170178,ENSG00000170178.5,protein_coding,HOXD12
ENSG00000226063,ENSG00000226063.1,lincRNA,AC009531.2
